Rooms,Propertycount,Price,Method_PI,Method_S,Method_SA,Method_SP,Method_VB,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea_Banyule,CouncilArea_Bayside,CouncilArea_Boroondara,CouncilArea_Brimbank,CouncilArea_Cardinia,CouncilArea_Casey,CouncilArea_Darebin,CouncilArea_Frankston,CouncilArea_Glen Eira,CouncilArea_Greater Dandenong,CouncilArea_Hobsons Bay,CouncilArea_Hume,CouncilArea_Kingston,CouncilArea_Knox,CouncilArea_Macedon Ranges,CouncilArea_Manningham,CouncilArea_Maribyrnong,CouncilArea_Maroondah,CouncilArea_Melbourne,CouncilArea_Melton,CouncilArea_Monash,CouncilArea_Moonee Valley,CouncilArea_Moorabool,CouncilArea_Moreland,CouncilArea_Nillumbik,CouncilArea_Port Phillip,CouncilArea_Stonnington,CouncilArea_Unavailable,CouncilArea_Whitehorse,CouncilArea_Whittlesea,CouncilArea_Wyndham,CouncilArea_Yarra,CouncilArea_Yarra Ranges,CouncilArea_nan,Lattitude,Longtitude,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria,Type
4,11364.0,1310000.0,1,0,0,0,0,736127,5.5,3070,4.0,2.0,2.0,282.0,78.33333333333334,1923.3333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7709,145.0057,0,0,1,0,0,0,0,0,0
2,11364.0,1112000.0,0,1,0,0,0,736127,5.5,3070,4.0,1.0,2.0,238.0,87.66666666666667,1911.6666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7732,144.9957,0,0,1,0,0,0,0,0,0
2,11364.0,910000.0,0,1,0,0,0,736280,5.5,3070,2.0,1.0,2.0,229.0,97.0,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7681,144.9877,0,0,1,0,0,0,0,0,0
3,11364.0,830000.0,0,1,0,0,0,736280,5.5,3070,3.0,3.0,1.0,55.0,106.33333333333334,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7626,144.9898,0,0,1,0,0,0,0,0,1
4,11364.0,2100000.0,1,0,0,0,0,736280,5.5,3070,4.0,1.0,2.0,0.0,115.66666666666667,1966.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7736,145.0004,0,0,1,0,0,0,0,0,0
3,11364.0,1190000.0,0,1,0,0,0,736280,5.5,3070,3.0,1.0,1.0,445.0,125.0,1920.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7652,145.0123,0,0,1,0,0,0,0,0,0
3,11364.0,865000.0,0,1,0,0,0,736280,5.5,3070,3.0,1.0,2.0,184.0,108.0,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7825,145.0104,0,0,1,0,0,0,0,0,1
4,11364.0,2175000.0,0,1,0,0,0,736189,5.5,3070,5.0,2.0,1.0,573.0,186.0,1890.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7707,144.9924,0,0,1,0,0,0,0,0,0
3,11364.0,1085000.0,0,1,0,0,0,736189,5.5,3070,3.0,1.0,2.0,610.0,112.5,1925.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7704,145.0066,0,0,1,0,0,0,0,0,0
2,11364.0,890000.0,0,1,0,0,0,736098,5.5,3070,2.0,1.0,1.0,225.0,92.0,1910.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7663,145.0009,0,0,1,0,0,0,0,0,0
5,11364.0,2700000.0,0,1,0,0,0,736098,5.5,3070,4.0,3.0,3.0,490.0,331.0,1920.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7726,145.0048,0,0,1,0,0,0,0,0,0
2,11364.0,1101000.0,0,1,0,0,0,736098,5.5,3070,2.0,1.0,0.0,229.0,99.0,1910.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7784,145.0042,0,0,1,0,0,0,0,0,0
3,11364.0,926000.0,0,1,0,0,0,736098,5.5,3070,3.0,1.0,2.0,380.0,102.5,1910.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7709,145.0105,0,0,1,0,0,0,0,0,0
3,11364.0,1050000.0,0,0,0,1,0,736252,5.5,3070,3.0,1.0,0.0,158.0,106.0,1910.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7756,144.9891,0,0,1,0,0,0,0,0,0
3,11364.0,1010000.0,0,1,0,0,0,736252,5.5,3070,3.0,1.0,1.0,178.0,124.0,2000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.771,144.9974,0,0,1,0,0,0,0,0,0
5,11364.0,2155000.0,0,1,0,0,0,736252,5.5,3070,5.0,2.0,2.0,692.0,140.66666666666666,1920.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7784,145.0035,0,0,1,0,0,0,0,0,0
3,11364.0,1900000.0,0,0,0,1,0,736070,5.5,3070,3.0,1.0,1.0,522.0,174.0,1910.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7752,145.0032,0,0,1,0,0,0,0,0,0
2,11364.0,888000.0,0,0,0,1,0,736070,5.5,3070,2.0,1.0,1.0,190.0,102.0,1985.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7667,144.9909,0,0,1,0,0,0,0,0,0
2,11364.0,1020000.0,0,1,0,0,0,736070,5.5,3070,2.0,1.0,1.0,354.0,97.0,1920.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7638,144.9933,0,0,1,0,0,0,0,0,0
3,11364.0,1160000.0,0,1,0,0,0,736070,5.5,3070,2.0,3.0,2.0,425.0,101.5,1957.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7684,145.0099,0,0,1,0,0,0,0,0,0
2,11364.0,844000.0,0,1,0,0,0,736070,5.5,3070,2.0,1.0,1.0,174.0,106.0,1995.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7642,144.9963,0,0,1,0,0,0,0,0,0
3,11364.0,1860000.0,0,1,0,0,0,736070,5.5,3070,2.0,3.0,1.0,448.0,116.66666666666667,2000.6666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7792,144.9951,0,0,1,0,0,0,0,0,0
3,11364.0,1676000.0,0,1,0,0,0,736161,5.5,3070,3.0,1.0,2.0,401.0,127.33333333333333,2006.3333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7801,144.9954,0,0,1,0,0,0,0,0,0
3,11364.0,900000.0,0,1,0,0,0,736161,5.5,3070,3.0,2.0,2.0,608.0,138.0,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7763,144.9967,0,0,1,0,0,0,0,0,1
3,11364.0,1300000.0,0,1,0,0,0,736224,5.5,3070,3.0,1.0,1.0,328.0,135.0,1920.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7745,145.0045,0,0,1,0,0,0,0,0,0
2,11364.0,701000.0,0,0,0,1,0,736224,5.5,3070,2.0,1.0,1.0,0.0,109.0,2000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7711,145.013,0,0,1,0,0,0,0,0,1
2,11364.0,1255000.0,0,1,0,0,0,736406,5.5,3070,2.0,1.0,2.0,314.0,120.0,1983.3333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7762,145.003,0,0,1,0,0,0,0,0,0
2,11364.0,1085000.0,0,1,0,0,0,736406,5.5,3070,2.0,2.0,1.0,152.0,120.0,1967.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7661,145.0001,0,0,1,0,0,0,0,0,0
3,11364.0,2315000.0,0,0,0,1,0,736406,5.5,3070,3.0,1.0,2.0,899.0,143.0,1960.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7822,144.9935,0,0,1,0,0,0,0,0,0
2,11364.0,1170000.0,0,1,0,0,0,736133,5.5,3070,2.0,1.0,3.0,453.0,93.0,1920.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7666,145.0132,0,0,1,0,0,0,0,0,0
2,11364.0,875000.0,0,1,0,0,0,736133,5.5,3070,2.0,1.0,1.0,0.0,118.0,1910.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7736,145.0074,0,0,1,0,0,0,0,0,0
3,11364.0,1715000.0,0,1,0,0,0,736287,5.5,3070,3.0,1.0,1.0,407.0,143.0,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7799,144.9937,0,0,1,0,0,0,0,0,0
3,11364.0,1396500.0,0,1,0,0,0,736287,5.5,3070,3.0,1.0,1.0,302.0,91.5,1935.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7636,144.9864,0,0,1,0,0,0,0,0,0
3,11364.0,1474000.0,0,1,0,0,0,736287,5.5,3070,3.0,1.0,0.0,304.0,131.0,1910.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7642,145.001,0,0,1,0,0,0,0,0,0
3,11364.0,1340000.0,0,1,0,0,0,736287,5.5,3070,3.0,2.0,1.0,165.0,121.33333333333333,1997.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7814,145.0039,0,0,1,0,0,0,0,0,0
3,11364.0,980000.0,0,1,0,0,0,736287,5.5,3070,3.0,1.0,0.0,279.0,111.66666666666667,1943.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.77,145.0049,0,0,1,0,0,0,0,0,0
2,11364.0,1035000.0,0,1,0,0,0,736106,5.5,3070,2.0,1.0,2.0,243.0,102.0,1890.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7653,145.0014,0,0,1,0,0,0,0,0,0
3,11364.0,1760000.0,0,1,0,0,0,736106,5.5,3070,2.0,2.0,2.0,403.0,180.0,1920.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7673,145.0081,0,0,1,0,0,0,0,0,0
3,11364.0,975000.0,0,1,0,0,0,736106,5.5,3070,3.0,1.0,2.0,274.0,133.0,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7815,145.0096,0,0,1,0,0,0,0,0,0
2,11364.0,1095000.0,0,1,0,0,0,736198,5.5,3070,2.0,1.0,2.0,306.0,86.0,1910.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7644,145.004,0,0,1,0,0,0,0,0,0
3,11364.0,1121000.0,0,1,0,0,0,736198,5.5,3070,3.0,1.0,0.0,0.0,102.33333333333333,1910.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7821,144.9995,0,0,1,0,0,0,0,0,0
3,11364.0,1225000.0,0,0,0,1,0,736077,5.5,3070,3.0,1.0,2.0,307.0,135.0,1910.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.764,144.9976,0,0,1,0,0,0,0,0,0
4,11364.0,2004000.0,0,1,0,0,0,736231,5.5,3070,3.0,2.0,1.0,569.0,117.5,1905.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.772,145.0039,0,0,1,0,0,0,0,0,0
2,11364.0,1211000.0,0,1,0,0,0,736231,5.5,3070,2.0,1.0,1.0,178.0,100.0,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.777,144.9922,0,0,1,0,0,0,0,0,0
5,11364.0,4300000.0,0,0,0,1,0,736231,5.5,3070,4.0,4.0,3.0,569.0,105.0,1910.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7763,144.9964,0,0,1,0,0,0,0,0,0
3,11364.0,1400000.0,0,1,0,0,0,736231,5.5,3070,3.0,1.0,1.0,335.0,110.0,1942.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7816,145.0141,0,0,1,0,0,0,0,0,0
3,11364.0,1090000.0,0,0,0,1,0,736231,5.5,3070,3.0,1.0,2.0,318.0,120.33333333333333,1960.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7733,145.0078,0,0,1,0,0,0,0,0,0
4,11364.0,1830000.0,0,1,0,0,0,736231,5.5,3070,3.0,1.0,1.0,654.0,125.66666666666667,1945.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7756,145.0082,0,0,1,0,0,0,0,0,0
3,11364.0,1000000.0,0,0,0,0,1,736231,5.5,3070,3.0,1.0,1.0,440.0,131.0,1930.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7663,145.0118,0,0,1,0,0,0,0,0,0
3,11364.0,980000.0,0,1,0,0,0,736385,5.5,3070,3.0,2.0,2.0,195.0,112.4,1983.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7678,144.9853,0,0,1,0,0,0,0,0,1
4,11364.0,1310000.0,0,1,0,0,0,736142,5.5,3070,4.0,2.0,1.0,355.0,106.2,1954.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7636,144.9872,0,0,1,0,0,0,0,0,0
2,11364.0,1050000.0,0,1,0,0,0,736142,5.5,3070,2.0,1.0,2.0,301.0,100.0,1925.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.774,145.0081,0,0,1,0,0,0,0,0,0
5,11364.0,1700000.0,0,1,0,0,0,736142,5.5,3070,5.0,3.0,1.0,450.0,265.0,1930.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7701,144.9886,0,0,1,0,0,0,0,0,0
3,11364.0,2160000.0,0,1,0,0,0,736295,5.5,3070,3.0,2.0,1.0,338.0,90.0,1920.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7757,145.0119,0,0,1,0,0,0,0,0,0
3,11364.0,1610000.0,0,1,0,0,0,736295,5.5,3070,3.0,1.0,2.0,501.0,66.5,1967.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7771,145.0116,0,0,1,0,0,0,0,0,0
4,11364.0,1420000.0,0,1,0,0,0,736112,5.5,3070,3.0,1.0,1.0,465.0,137.0,1890.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7662,144.9889,0,0,1,0,0,0,0,0,0
4,11364.0,1950000.0,0,1,0,0,0,736112,5.5,3070,4.0,2.0,1.0,489.0,140.0,1910.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7762,145.0027,0,0,1,0,0,0,0,0,0
5,11364.0,1820000.0,0,0,0,1,0,736112,5.5,3070,5.0,3.0,2.0,344.0,230.0,1939.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7677,145.0085,0,0,1,0,0,0,0,0,0
4,11364.0,1900000.0,1,0,0,0,0,736112,5.5,3070,3.0,2.0,1.0,537.0,180.0,1924.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7763,145.0117,0,0,1,0,0,0,0,0,0
3,11364.0,1080000.0,0,1,0,0,0,736204,5.5,3070,2.0,1.0,1.0,348.0,130.0,1910.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7799,145.011,0,0,1,0,0,0,0,0,0
3,11364.0,1450000.0,1,0,0,0,0,736204,5.5,3070,3.0,1.0,1.0,489.0,42.666666666666664,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7756,145.0002,0,0,1,0,0,0,0,0,0
3,11364.0,1400000.0,0,1,0,0,0,736204,5.5,3070,3.0,1.0,2.0,582.0,75.33333333333333,1932.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7651,145.0062,0,0,1,0,0,0,0,0,0
2,11364.0,1340000.0,0,1,0,0,0,736204,5.5,3070,2.0,1.0,1.0,297.0,108.0,1910.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7627,144.9986,0,0,1,0,0,0,0,0,0
4,11364.0,1300000.0,0,0,0,0,1,736204,5.5,3070,4.0,3.0,2.0,187.0,190.0,1970.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7642,145.0025,0,0,1,0,0,0,0,0,0
4,11364.0,2340000.0,0,1,0,0,0,736204,5.5,3070,4.0,2.0,3.0,824.0,231.0,1920.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7803,145.0063,0,0,1,0,0,0,0,0,0
2,11364.0,1634000.0,0,0,0,1,0,736204,5.5,3070,2.0,1.0,2.0,376.0,109.0,1920.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7789,144.9952,0,0,1,0,0,0,0,0,0
2,11364.0,910000.0,0,1,0,0,0,736175,5.5,3070,2.0,1.0,1.0,150.0,81.0,1995.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7665,144.9955,0,0,1,0,0,0,0,0,0
4,11364.0,1650000.0,0,1,0,0,0,736175,5.5,3070,4.0,1.0,1.0,382.0,168.0,1970.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7784,144.9959,0,0,1,0,0,0,0,0,0
3,11364.0,1130000.0,0,1,0,0,0,736175,5.5,3070,3.0,2.0,1.0,229.0,167.0,1941.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7671,145.0153,0,0,1,0,0,0,0,0,1
4,11364.0,3850000.0,1,0,0,0,0,736175,5.5,3070,4.0,4.0,8.0,1390.0,166.0,1912.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7767,144.9996,0,0,1,0,0,0,0,0,0
3,11364.0,1510000.0,1,0,0,0,0,736175,5.5,3070,3.0,1.0,3.0,327.0,165.0,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7741,144.9971,0,0,1,0,0,0,0,0,0
3,11364.0,1500000.0,1,0,0,0,0,736175,5.5,3070,4.0,1.0,8.0,727.0,164.16666666666666,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7825,145.0072,0,0,1,0,0,0,0,0,0
4,11364.0,2315000.0,0,1,0,0,0,736175,5.5,3070,3.0,2.0,4.0,750.0,163.33333333333334,1911.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7825,145.0073,0,0,1,0,0,0,0,0,0
3,2651.0,892000.0,0,1,0,0,0,736210,11.5,3046,3.0,1.0,3.0,757.0,162.5,1922.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.718,144.9174,0,0,1,0,0,0,0,0,0
2,2651.0,592000.0,0,1,0,0,0,736210,11.5,3046,2.0,1.0,2.0,577.0,161.66666666666666,1933.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.7137,144.9167,0,0,1,0,0,0,0,0,0
4,2651.0,865000.0,0,1,0,0,0,736301,11.5,3046,4.0,1.0,2.0,696.0,160.0,1955.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.7209,144.9158,0,0,1,0,0,0,0,0,0
4,2651.0,1350000.0,0,1,0,0,0,736392,11.5,3046,4.0,2.0,2.0,590.0,237.0,1975.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.7151,144.9194,0,0,1,0,0,0,0,0,0
4,2651.0,830000.0,1,0,0,0,0,736091,11.5,3046,4.0,2.0,2.0,616.0,98.0,1950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.7134,144.9096,0,0,1,0,0,0,0,0,0
3,2651.0,706000.0,1,0,0,0,0,736275,11.5,3046,3.0,1.0,0.0,715.0,111.0,1960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.7143,144.9092,0,0,1,0,0,0,0,0,0
4,2651.0,920000.0,0,1,0,0,0,736275,11.5,3046,4.0,2.0,2.0,780.0,179.0,1965.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.7168,144.9171,0,0,1,0,0,0,0,0,0
4,2651.0,690000.0,0,1,0,0,0,736217,11.5,3046,3.0,1.0,1.0,553.0,137.0,1960.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.7161,144.9165,0,0,1,0,0,0,0,0,0
4,2651.0,800000.0,0,1,0,0,0,736308,11.5,3046,4.0,2.0,1.0,589.0,137.5,1986.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.7151,144.9157,0,0,1,0,0,0,0,0,0
3,2651.0,770000.0,0,1,0,0,0,736371,11.5,3046,3.0,2.0,2.0,272.0,138.0,2012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.7182,144.9244,0,0,1,0,0,0,0,0,1
5,2651.0,1100000.0,1,0,0,0,0,736280,11.5,3046,5.0,2.0,4.0,783.0,223.0,1950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.7207,144.9263,0,0,1,0,0,0,0,0,0
3,2651.0,727500.0,0,1,0,0,0,736189,11.5,3046,3.0,1.0,2.0,719.0,186.33333333333334,1973.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-37.7152,144.9074,0,0,1,0,0,0,0,0,0
