Suburb,Address,Rooms,Propertycount,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Type
127,1139,2,7570.0,316000.0,1,31,736142,6.4,5,2.0,1.0,1.0,0.0,55.0,1960.0,16,-37.789,144.8932,6,1
127,519,2,7570.0,296000.0,1,222,736295,6.4,5,2.0,1.0,1.0,0.0,119.33333333333333,1920.0,16,-37.789,144.8932,6,1
127,1790,2,7570.0,395000.0,3,85,736112,6.4,5,2.0,2.0,1.0,0.0,79.0,2009.0,16,-37.8006,144.9053,6,1
136,8905,2,10412.0,671000.0,1,161,736392,9.2,111,2.0,1.0,1.0,0.0,85.0,1960.0,2,-37.8555,145.0889,5,1
136,501,2,10412.0,550000.0,3,106,736091,9.2,111,2.0,1.0,1.0,0.0,63.0,1968.0,27,-37.8567,145.0435,5,1
136,11945,2,10412.0,411000.0,3,161,736245,9.2,111,2.0,1.0,1.0,0.0,65.0,1970.0,27,-37.85,145.0461,5,1
136,4579,3,10412.0,1162000.0,1,106,736217,9.2,111,2.0,2.0,2.0,281.0,303.3333333333333,1974.5,2,-37.8579,145.0736,5,1
136,1118,2,10412.0,585000.0,3,135,736308,9.2,111,2.0,1.0,1.0,0.0,37.333333333333336,1946.6666666666667,2,-37.8523,145.0936,5,1
136,672,1,10412.0,452000.0,1,192,736308,9.2,111,1.0,1.0,1.0,63.0,52.0,1980.0,27,-37.8552,145.05,5,1
136,805,1,10412.0,291000.0,0,260,736280,9.2,111,1.0,1.0,1.0,1097.0,38.0,1982.0,27,-37.8576,145.0452,5,1
136,354,2,10412.0,710000.0,4,106,736280,9.2,111,2.0,1.0,2.0,123.0,134.0,1953.5,2,-37.8567,145.0666,5,1
136,4428,2,10412.0,480000.0,3,106,736098,9.2,111,2.0,1.0,1.0,0.0,125.0,1970.0,27,-37.8559,145.049,5,1
136,12551,2,10412.0,680000.0,1,260,736252,9.2,111,2.0,1.0,1.0,0.0,236.0,1972.5,27,-37.8566,145.0454,5,1
136,657,2,10412.0,382000.0,3,260,736161,9.2,111,2.0,1.0,1.0,1069.0,33.0,1960.0,27,-37.8547,145.0457,5,1
136,828,2,10412.0,545000.0,1,73,736161,9.2,111,3.0,0.0,0.0,0.0,63.0,1956.6666666666667,27,-37.85,145.0465,5,1
136,11072,1,10412.0,328000.0,1,106,736406,9.2,111,1.0,1.0,0.0,0.0,126.0,1999.3333333333333,2,-37.8588,145.0512,5,1
136,10032,2,10412.0,511000.0,1,135,736133,9.2,111,2.0,1.0,1.0,0.0,231.33333333333331,1966.6666666666667,27,-37.8517,145.0459,5,1
136,10048,2,10412.0,856500.0,1,135,736287,9.2,111,2.0,1.0,1.0,0.0,598.3333333333333,1960.0,27,-37.8566,145.0553,5,1
136,4409,2,10412.0,690000.0,1,164,736231,9.2,111,2.0,1.0,2.0,166.0,945.4,1930.0,2,-37.863,145.0631,5,1
136,7127,2,10412.0,785000.0,1,106,736231,9.2,111,2.0,1.0,1.0,0.0,352.6,1935.0,2,-37.8488,145.0573,5,1
136,2739,1,10412.0,375000.0,0,161,736385,9.2,111,1.0,1.0,1.0,602.0,139.5,1935.0,27,-37.8597,145.0571,5,1
136,8707,2,10412.0,720000.0,4,106,736385,9.2,111,2.0,1.0,2.0,0.0,74.0,1940.0,2,-37.8468,145.0515,5,1
136,4891,2,10412.0,529500.0,1,260,736171,9.2,111,2.0,1.0,1.0,0.0,184.0,1955.6666666666667,27,-37.8572,145.0423,5,1
136,12573,2,10412.0,600000.0,1,260,736142,9.2,111,2.0,1.0,1.0,0.0,80.0,1960.0,27,-37.8555,145.0518,5,1
136,6991,1,10412.0,420000.0,4,106,736295,9.2,111,1.0,1.0,1.0,805.0,505.8,2011.0,2,-37.8592,145.0484,5,1
136,8932,2,10412.0,390000.0,1,260,736112,9.2,111,2.0,1.0,1.0,0.0,282.5,1945.5,27,-37.8497,145.0466,5,1
136,12533,2,10412.0,460000.0,0,260,736175,9.2,111,2.0,1.0,1.0,0.0,395.0,1945.0,27,-37.8578,145.0537,5,1
138,7092,2,8870.0,430000.0,0,105,736182,13.0,35,2.0,1.0,1.0,164.0,100.0,2010.0,23,-37.7072,144.9252,2,1
138,13078,2,8870.0,250000.0,3,16,736280,13.0,35,2.0,1.0,1.0,0.0,61.0,1970.0,23,-37.711,144.9178,2,1
138,11968,2,8870.0,340000.0,1,155,736280,13.0,35,2.0,1.0,1.0,0.0,74.0,1970.0,23,-37.7071,144.9176,2,1
138,4551,2,8870.0,410000.0,3,28,736252,13.0,35,2.0,1.0,2.0,200.0,81.0,2000.0,23,-37.7002,144.9428,2,1
138,11059,2,8870.0,320500.0,1,155,736224,13.0,35,2.0,1.0,1.0,3056.0,142.4,1981.0,23,-37.7042,144.9214,2,1
138,2767,2,8870.0,230000.0,0,194,736406,13.0,35,2.0,1.0,1.0,1996.0,134.8,2003.0,23,-37.702,144.9154,2,1
138,4902,3,8870.0,470000.0,3,16,736133,13.0,35,3.0,1.0,2.0,187.0,99.0,2014.0,23,-37.7098,144.9163,2,1
138,457,3,8870.0,482500.0,3,28,736133,13.0,35,3.0,1.0,1.0,265.0,120.5,1995.0,23,-37.7083,144.9158,2,1
138,662,2,8870.0,620250.0,1,221,736287,13.0,35,2.0,1.0,2.0,253.0,91.0,2012.0,23,-37.7117,144.9135,2,1
138,4602,3,8870.0,460000.0,1,16,736198,13.0,35,3.0,2.0,1.0,190.0,144.0,1989.0,23,-37.6997,144.9367,2,1
138,7091,2,8870.0,465000.0,1,257,736385,13.0,35,2.0,1.0,1.0,176.0,89.0,2012.0,23,-37.7081,144.912,2,1
138,725,2,8870.0,442000.0,1,28,736142,13.0,35,3.0,1.0,1.0,245.0,203.33333333333334,1940.0,23,-37.7076,144.9097,2,1
142,5413,3,2606.0,465000.0,3,28,736119,12.1,35,3.0,1.0,1.0,225.0,107.0,2005.0,23,-37.7068,144.9467,2,1
142,4633,2,2606.0,487000.0,3,178,736217,12.1,35,2.0,1.0,2.0,198.0,96.0,2010.0,23,-37.7132,144.9488,2,1
144,597,2,5454.0,895000.0,1,260,736210,13.7,148,2.0,1.0,1.0,228.0,87.0,1975.0,1,-37.9355,145.0008,5,1
144,11104,2,5454.0,587000.0,1,196,736210,13.7,148,2.0,1.0,1.0,0.0,74.0,1975.0,1,-37.9419,145.0019,5,1
144,7125,2,5454.0,720000.0,1,32,736210,13.7,148,2.0,1.0,1.0,832.0,310.0,1959.5,1,-37.9387,145.0063,5,1
144,12528,2,5454.0,802000.0,3,32,736301,13.7,148,2.0,1.0,1.0,0.0,85.0,1965.0,1,-37.939,145.0137,5,1
144,901,2,5454.0,680000.0,4,32,736392,13.7,148,2.0,1.0,2.0,0.0,78.0,1965.0,1,-37.939,145.0219,5,1
144,7194,2,5454.0,760000.0,1,260,736182,13.7,148,2.0,1.0,1.0,90.0,86.0,1985.0,1,-37.9389,145.0186,5,1
144,10147,2,5454.0,616000.0,0,192,736182,13.7,148,2.0,1.0,1.0,0.0,104.0,2005.0,1,-37.9373,145.0027,5,1
144,6322,2,5454.0,685000.0,0,192,736127,13.7,148,2.0,1.0,2.0,0.0,245.66666666666669,1936.0,1,-37.9339,145.0023,5,1
144,6955,2,5454.0,786000.0,1,32,736189,13.7,148,2.0,1.0,1.0,162.0,237.2,1970.0,1,-37.9379,145.0061,5,1
144,7122,2,5454.0,742000.0,1,260,736098,13.7,148,2.0,3.0,2.0,245.0,178.6,1970.0,1,-37.9442,145.0016,5,1
144,6900,3,5454.0,810000.0,1,32,736252,13.7,148,3.0,1.0,1.0,195.0,115.0,1960.0,1,-37.9396,145.0156,5,1
144,8817,2,5454.0,875500.0,1,192,736406,13.7,148,2.0,2.0,1.0,225.0,118.0,1970.0,1,-37.9442,145.0018,5,1
144,10769,3,5454.0,1457500.0,1,260,736406,13.7,148,3.0,2.0,2.0,0.0,255.33333333333334,1975.0,1,-37.9371,145.0035,5,1
144,8824,2,5454.0,750000.0,0,260,736133,13.7,148,2.0,1.0,2.0,153.0,435.1428571428571,1970.0,1,-37.9429,145.0049,5,1
144,1470,2,5454.0,896000.0,1,260,736287,13.7,148,2.0,2.0,2.0,677.0,506.2857142857143,1970.0,1,-37.9448,145.0186,5,1
144,589,2,5454.0,898000.0,1,135,736287,13.7,148,2.0,1.0,1.0,266.0,577.4285714285714,1970.0,1,-37.9344,145.004,5,1
144,514,1,5454.0,500000.0,3,135,736231,13.7,148,1.0,1.0,1.0,0.0,222.5,1993.5,1,-37.9414,145.0016,5,1
144,4747,2,5454.0,800000.0,3,32,736385,13.7,148,2.0,1.0,2.0,282.0,221.5,1992.0,1,-37.9444,145.0231,5,1
144,10150,2,5454.0,691000.0,1,32,736385,13.7,148,2.0,1.0,1.0,0.0,186.5,2002.0,1,-37.9392,145.0186,5,1
144,3569,2,5454.0,450000.0,0,32,736385,13.7,148,2.0,2.0,1.0,0.0,70.0,2007.0,1,-37.9462,145.0212,5,1
144,7230,2,5454.0,738000.0,1,32,736171,13.7,148,2.0,1.0,2.0,3414.0,67.0,2003.0,1,-37.9395,145.0001,5,1
144,7283,2,5454.0,500000.0,0,94,736142,13.7,148,2.0,1.0,1.0,0.0,61.0,1970.0,1,-37.9436,145.0027,5,1
145,13082,2,2356.0,400000.0,1,85,736392,14.5,148,2.0,1.0,1.0,0.0,75.0,1960.0,1,-37.9367,145.0322,5,1
145,4510,2,2356.0,801000.0,1,32,736287,14.5,148,2.0,1.0,1.0,217.0,107.0,1994.0,1,-37.9432,145.0348,5,1
145,8828,2,2356.0,472000.0,1,94,736385,14.5,148,2.0,1.0,1.0,215.0,68.0,2007.0,12,-37.933,145.0322,5,1
145,678,3,2356.0,865000.0,1,260,736204,14.5,148,3.0,2.0,2.0,317.0,182.0,2003.5,1,-37.9431,145.0347,5,1
147,6057,1,11308.0,348000.0,1,255,736301,4.6,90,1.0,1.0,1.0,0.0,53.0,1950.0,2,-37.8303,145.0341,5,1
147,5718,1,11308.0,320000.0,4,73,736301,4.6,90,1.0,1.0,0.0,0.0,87.5,1959.5,2,-37.8235,145.0258,5,1
147,13158,3,11308.0,1189000.0,1,135,736301,4.6,90,3.0,1.0,1.0,181.0,122.0,1969.0,2,-37.8243,145.0328,5,1
147,1827,2,11308.0,610000.0,0,135,736392,4.6,90,2.0,2.0,1.0,85.0,82.0,2014.0,2,-37.8154,145.0369,5,1
147,2408,2,11308.0,575000.0,1,155,736392,4.6,90,2.0,1.0,1.0,0.0,75.66666666666667,2007.6666666666667,2,-37.8263,145.0257,5,1
147,12593,2,11308.0,600000.0,1,155,736392,4.6,90,2.0,1.0,1.0,0.0,69.33333333333333,2001.3333333333333,2,-37.816,145.0272,5,1
147,3843,1,11308.0,492000.0,1,106,736392,4.6,90,1.0,1.0,1.0,0.0,63.0,1995.0,2,-37.8299,145.0422,5,1
147,3309,2,11308.0,891000.0,1,135,736119,4.6,90,3.0,1.0,1.0,1585.0,63.5,1970.0,2,-37.8186,145.017,5,1
147,4768,2,11308.0,806000.0,1,161,736119,4.6,90,2.0,1.0,1.0,0.0,64.0,1930.0,2,-37.8249,145.0342,5,1
147,11018,2,11308.0,500000.0,4,135,736182,4.6,90,2.0,1.0,1.0,0.0,132.0,2007.0,2,-37.8287,145.035,5,1
147,2432,2,11308.0,753000.0,1,135,736091,4.6,90,2.0,1.0,2.0,0.0,88.0,1960.0,2,-37.8186,145.017,5,1
147,11883,1,11308.0,330000.0,0,192,736091,4.6,90,1.0,1.0,1.0,0.0,52.0,1970.0,2,-37.8177,145.0424,5,1
147,431,3,11308.0,956000.0,1,106,736275,4.6,90,3.0,2.0,2.0,189.0,92.0,1931.3333333333333,2,-37.8258,145.0446,5,1
147,10162,2,11308.0,418000.0,1,63,736275,4.6,90,2.0,1.0,0.0,1056.0,76.0,1972.6666666666667,2,-37.8261,145.0349,5,1
147,7449,2,11308.0,495000.0,1,73,736275,4.6,90,2.0,1.0,1.0,0.0,60.0,2014.0,2,-37.8216,145.0343,5,1
147,2409,2,11308.0,525000.0,1,23,736275,4.6,90,2.0,1.0,1.0,0.0,58.0,1990.0,2,-37.8265,145.0257,5,1
147,1620,1,11308.0,292000.0,1,255,736275,4.6,90,1.0,1.0,0.0,0.0,56.0,1966.0,2,-37.8294,145.0382,5,1
147,1145,2,11308.0,430000.0,1,155,736275,4.6,90,2.0,1.0,1.0,1997.0,62.666666666666664,1970.5,2,-37.8248,145.0282,5,1
147,8755,1,11308.0,365000.0,0,106,736245,4.6,90,1.0,1.0,1.0,0.0,69.33333333333333,1975.0,2,-37.8272,145.0444,5,1
147,7000,2,11308.0,580000.0,1,260,736245,4.6,90,2.0,1.0,1.0,1089.0,76.0,2003.0,2,-37.8143,145.0322,5,1
147,7439,2,11308.0,575000.0,1,260,736245,4.6,90,2.0,2.0,1.0,0.0,77.33333333333333,1923.3333333333333,2,-37.8213,145.0291,5,1
147,3312,1,11308.0,335000.0,4,106,736217,4.6,90,1.0,1.0,1.0,3132.0,64.66666666666667,1946.6666666666667,2,-37.8276,145.0342,5,1
147,12587,2,11308.0,440000.0,3,106,736217,4.6,90,2.0,1.0,1.0,0.0,52.0,1970.0,2,-37.8192,145.0385,5,1
147,12509,3,11308.0,1000000.0,0,111,736217,4.6,90,3.0,3.0,2.0,0.0,145.0,1999.0,2,-37.8144,145.0153,5,1
147,7019,2,11308.0,545000.0,1,106,736308,4.6,90,2.0,1.0,1.0,0.0,88.33333333333333,2004.0,2,-37.8258,145.0446,5,1
147,13155,2,11308.0,655000.0,1,260,736308,4.6,90,2.0,1.0,1.0,0.0,78.0,1960.0,2,-37.8343,145.0364,5,1
147,2439,1,11308.0,488000.0,1,135,736308,4.6,90,1.0,1.0,1.0,0.0,57.0,2004.0,2,-37.8272,145.0343,5,1
147,697,1,11308.0,450000.0,1,49,736399,4.6,90,1.0,1.0,1.0,0.0,119.0,1940.0,2,-37.8237,145.0242,5,1
147,10176,1,11308.0,350000.0,4,161,736280,4.6,90,1.0,1.0,1.0,0.0,51.0,1960.0,2,-37.8208,145.0456,5,1
147,550,2,11308.0,645000.0,1,106,736280,4.6,90,2.0,1.0,1.0,0.0,77.33333333333333,1960.0,2,-37.8314,145.0353,5,1
147,7010,2,11308.0,520000.0,0,36,736189,4.6,90,2.0,1.0,1.0,0.0,90.0,1920.0,2,-37.8185,145.0235,5,1
147,6901,1,11308.0,480000.0,4,106,736189,4.6,90,1.0,1.0,1.0,0.0,50.0,1940.0,2,-37.8128,145.0171,5,1
147,13131,2,11308.0,630000.0,1,106,736189,4.6,90,2.0,1.0,1.0,71.0,135.0,1915.0,2,-37.8268,145.0267,5,1
147,8728,2,11308.0,517000.0,1,106,736098,4.6,90,2.0,1.0,1.0,0.0,175.25,1888.3333333333333,2,-37.8261,145.0254,5,1
147,12561,1,11308.0,320000.0,4,135,736252,4.6,90,1.0,1.0,1.0,0.0,130.5,1886.6666666666667,2,-37.827,145.0444,5,1
147,11942,1,11308.0,400000.0,0,23,736252,4.6,90,1.0,1.0,1.0,0.0,41.0,1950.0,2,-37.8155,145.0161,5,1
147,12274,4,11308.0,1650000.0,4,111,736252,4.6,90,4.0,2.0,3.0,207.0,180.0,2002.0,2,-37.8271,145.0243,5,1
147,7231,2,11308.0,587500.0,1,106,736161,4.6,90,2.0,1.0,1.0,1099.0,72.0,1965.0,2,-37.8271,145.0347,5,1
147,1370,2,11308.0,560000.0,1,260,736161,4.6,90,2.0,1.0,1.0,0.0,70.0,2013.0,2,-37.8268,145.0344,5,1
147,11858,2,11308.0,487500.0,1,111,736224,4.6,90,2.0,1.0,1.0,0.0,40.0,1956.6666666666667,2,-37.814,145.02100000000004,5,1
147,1667,3,11308.0,630000.0,1,106,736406,4.6,90,3.0,1.0,1.0,0.0,75.0,1970.0,2,-37.8153,145.02100000000004,5,1
147,7463,3,11308.0,840000.0,4,260,736406,4.6,90,3.0,2.0,2.0,0.0,88.0,2014.0,2,-37.8268,145.0344,5,1
147,1625,2,11308.0,605000.0,1,106,736406,4.6,90,2.0,1.0,1.0,0.0,149.66666666666666,1990.5,2,-37.8268,145.0257,5,1
147,12565,2,11308.0,535000.0,1,106,736133,4.6,90,2.0,1.0,1.0,1228.0,121.33333333333334,1970.0,2,-37.8185,145.0236,5,1
147,7142,2,11308.0,815000.0,0,106,736133,4.6,90,2.0,1.0,1.0,0.0,93.0,1940.0,2,-37.8184,145.0163,5,1
147,11090,3,11308.0,1975000.0,4,260,736133,4.6,90,3.0,2.0,1.0,0.0,196.0,2010.0,2,-37.8235,145.029,5,1
147,10044,2,11308.0,445000.0,0,106,736133,4.6,90,2.0,1.0,1.0,0.0,155.0,1960.0,2,-37.8249,145.026,5,1
147,12536,2,11308.0,663000.0,1,135,736287,4.6,90,2.0,1.0,1.0,0.0,114.0,1962.5,2,-37.8166,145.0163,5,1
147,4531,2,11308.0,657500.0,1,106,736287,4.6,90,2.0,1.0,1.0,728.0,73.0,1965.0,2,-37.8177,145.0424,5,1
147,5567,1,11308.0,445000.0,1,23,736287,4.6,90,1.0,1.0,1.0,0.0,52.0,1970.0,2,-37.8261,145.0269,5,1
147,2733,2,11308.0,750000.0,4,106,736287,4.6,90,2.0,1.0,1.0,747.0,72.0,2007.0,2,-37.8287,145.035,5,1
147,10141,2,11308.0,470000.0,4,260,736106,4.6,90,2.0,1.0,1.0,0.0,70.0,1970.0,2,-37.813,145.0207,5,1
147,12031,2,11308.0,485000.0,4,117,736106,4.6,90,2.0,1.0,1.0,0.0,76.0,2005.0,2,-37.8226,145.0368,5,1
147,2433,1,11308.0,290000.0,1,23,736106,4.6,90,1.0,1.0,1.0,1568.0,117.0,1972.5,2,-37.8308,145.034,5,1
147,1153,2,11308.0,805000.0,1,111,736198,4.6,90,2.0,1.0,1.0,0.0,141.5,1970.0,2,-37.8235,145.0294,5,1
147,680,2,11308.0,665000.0,1,106,736077,4.6,90,2.0,1.0,3.0,0.0,70.0,1965.0,2,-37.8183,145.0194,5,1
147,578,2,11308.0,751000.0,1,192,736231,4.6,90,2.0,1.0,1.0,711.0,86.5,1927.5,2,-37.8144,145.0328,5,1
147,12628,1,11308.0,415000.0,1,255,736231,4.6,90,1.0,1.0,1.0,0.0,95.0,1907.5,2,-37.8192,145.0221,5,1
147,2059,2,11308.0,743000.0,1,106,736231,4.6,90,2.0,1.0,2.0,0.0,87.0,1925.0,2,-37.8249,145.0405,5,1
147,10099,2,11308.0,612500.0,1,135,736385,4.6,90,2.0,1.0,1.0,859.0,71.0,1960.0,2,-37.8183,145.0423,5,1
147,10185,2,11308.0,690000.0,1,106,736385,4.6,90,2.0,1.0,1.0,82.0,141.33333333333334,1927.0,2,-37.81800000000001,145.0268,5,1
147,3797,2,11308.0,695000.0,1,106,736171,4.6,90,2.0,1.0,1.0,3194.0,111.66666666666666,1964.0,2,-37.8305,145.0341,5,1
147,1123,2,11308.0,715000.0,1,135,736295,4.6,90,2.0,1.0,1.0,0.0,82.0,2001.0,2,-37.8142,145.0308,5,1
147,4757,1,11308.0,382000.0,3,111,736112,4.6,90,1.0,1.0,1.0,0.0,165.5,1925.0,2,-37.8339,145.0335,5,1
147,1175,1,11308.0,499000.0,1,111,736112,4.6,90,1.0,1.0,1.0,0.0,56.0,1960.0,2,-37.8158,145.0342,5,1
147,7129,2,11308.0,495000.0,1,111,736112,4.6,90,2.0,1.0,1.0,0.0,85.0,1970.0,2,-37.8157,145.0273,5,1
147,1412,1,11308.0,370000.0,0,254,736204,4.6,90,1.0,1.0,1.0,0.0,44.0,2014.0,2,-37.8222,145.0329,5,1
147,2429,2,11308.0,627500.0,1,106,736204,4.6,90,2.0,2.0,2.0,0.0,89.0,2000.0,2,-37.8213,145.0224,5,1
147,5388,2,11308.0,710000.0,1,106,736204,4.6,90,2.0,2.0,1.0,0.0,93.42857142857143,1994.0,2,-37.8264,145.02700000000004,5,1
147,7609,1,11308.0,485000.0,1,135,736204,4.6,90,2.0,1.0,1.0,0.0,97.85714285714286,1988.0,2,-37.8264,145.02700000000004,5,1
147,7431,1,11308.0,310000.0,4,106,736204,4.6,90,1.0,1.0,1.0,0.0,102.28571428571429,1982.0,2,-37.8216,145.0343,5,1
147,7131,2,11308.0,450000.0,4,106,736175,4.6,90,2.0,1.0,1.0,0.0,111.14285714285714,1970.0,2,-37.8186,145.0423,5,1
152,4904,2,2947.0,440000.0,4,146,736280,10.5,64,2.0,1.0,2.0,281.0,81.5,1970.0,0,-37.7429,145.0519,0,1
152,4676,2,2947.0,605000.0,1,90,736287,10.5,64,2.0,1.0,1.0,166.0,87.0,2008.0,0,-37.7416,145.0567,0,1
152,924,2,2947.0,450000.0,3,146,736077,10.5,64,2.0,1.0,1.0,0.0,82.0,1994.6,0,-37.7359,145.0563,0,1
152,4845,2,2947.0,400000.0,0,260,736171,10.5,64,2.0,1.0,1.0,127.0,83.0,1970.0,0,-37.747,145.0575,0,1
153,3052,2,2674.0,360000.0,3,146,736070,9.4,64,2.0,1.0,1.0,89.0,85.0,1970.0,0,-37.7444,145.047,0,1
157,319,2,3145.0,516000.0,1,196,736210,13.0,127,2.0,1.0,1.0,0.0,76.0,1970.0,20,-37.8967,145.0858,5,1
157,2422,3,3145.0,855000.0,1,196,736392,13.0,127,3.0,1.0,2.0,0.0,127.0,1934.5,20,-37.8909,145.0807,5,1
157,8968,2,3145.0,623000.0,1,196,736217,13.0,127,2.0,1.0,1.0,101.0,90.0,1970.0,20,-37.8988,145.0781,5,1
157,1313,2,3145.0,420000.0,4,255,736280,13.0,127,2.0,1.0,1.0,0.0,70.0,2010.0,20,-37.9008,145.0859,5,1
157,11060,2,3145.0,375500.0,1,82,736280,13.0,127,2.0,1.0,1.0,0.0,76.0,1970.0,20,-37.8934,145.0853,5,1
157,6979,2,3145.0,455000.0,1,73,736070,13.0,127,2.0,1.0,2.0,0.0,60.0,1960.0,20,-37.8942,145.0867,5,1
157,10184,2,3145.0,400000.0,0,196,736224,13.0,127,2.0,1.0,1.0,100.0,88.0,1975.0,20,-37.8945,145.0876,5,1
157,4620,2,3145.0,648000.0,1,196,736133,13.0,127,2.0,1.0,1.0,0.0,105.0,1957.5,20,-37.9014,145.0824,5,1
160,13167,2,5549.0,480000.0,4,146,736210,7.9,63,2.0,1.0,1.0,0.0,108.0,1960.0,0,-37.77,145.0472,0,1
160,4402,2,5549.0,430000.0,4,146,736301,7.9,63,2.0,1.0,1.0,0.0,133.0,1970.0,0,-37.7662,145.0516,0,1
160,7111,1,5549.0,460000.0,3,146,736301,7.9,63,1.0,1.0,0.0,75.0,158.0,1970.0,0,-37.7759,145.043,0,1
160,12637,2,5549.0,440000.0,3,146,736392,7.9,63,2.0,1.0,0.0,0.0,276.0,1960.0,0,-37.7711,145.047,0,1
160,11017,2,5549.0,490000.0,1,146,736091,7.9,63,2.0,1.0,1.0,0.0,115.5,1960.0,0,-37.7669,145.0505,0,1
160,10159,2,5549.0,739000.0,1,146,736091,7.9,63,2.0,1.0,1.0,648.0,91.0,1965.0,0,-37.7702,145.0493,0,1
160,8693,2,5549.0,705000.0,1,146,736308,7.9,63,2.0,1.0,1.0,94.0,106.33333333333333,1973.3333333333333,0,-37.7679,145.0452,0,1
160,8912,2,5549.0,504000.0,1,16,736308,7.9,63,2.0,1.0,1.0,0.0,82.66666666666666,1966.6666666666667,0,-37.7712,145.0455,0,1
160,10109,1,5549.0,413000.0,1,155,736308,7.9,63,1.0,1.0,1.0,845.0,59.0,1960.0,0,-37.7591,145.0501,0,1
160,11039,2,5549.0,587000.0,1,146,736280,7.9,63,2.0,1.0,1.0,721.0,78.0,1960.0,0,-37.7634,145.0406,0,1
160,4937,2,5549.0,475000.0,3,146,736280,7.9,63,2.0,1.0,1.0,0.0,79.0,1960.0,0,-37.7707,145.0471,0,1
160,11022,2,5549.0,465000.0,1,16,736098,7.9,63,2.0,1.0,1.0,795.0,81.0,1970.0,0,-37.7744,145.0415,0,1
160,10059,2,5549.0,690000.0,1,16,736252,7.9,63,2.0,1.0,1.0,103.0,83.0,1956.6666666666667,0,-37.7671,145.0408,0,1
160,6993,1,5549.0,420000.0,3,146,736070,7.9,63,1.0,1.0,1.0,55.0,184.8,1970.0,0,-37.7772,145.0414,0,1
160,10026,2,5549.0,460000.0,4,73,736070,7.9,63,2.0,0.0,0.0,0.0,238.4,1995.6666666666667,0,-37.7662,145.0516,0,1
160,10034,2,5549.0,500000.0,0,196,736287,7.9,63,2.0,1.0,1.0,71.0,70.0,1960.0,0,-37.7634,145.0406,0,1
160,258,2,5549.0,450000.0,1,146,736287,7.9,63,2.0,1.0,1.0,0.0,100.0,1953.3333333333333,0,-37.759,145.047,0,1
160,4791,2,5549.0,845000.0,1,146,736198,7.9,63,2.0,2.0,2.0,147.0,184.5,1980.0,0,-37.7679,145.0467,0,1
160,7259,2,5549.0,630000.0,1,192,736231,7.9,63,2.0,1.0,1.0,199.0,155.5,1935.0,0,-37.7666,145.0356,0,1
160,6975,1,5549.0,421000.0,3,155,736231,7.9,63,1.0,1.0,1.0,0.0,58.0,1992.0,0,-37.7753,145.0419,0,1
160,11901,3,5549.0,650000.0,0,16,736204,7.9,63,3.0,2.0,2.0,0.0,96.0,2000.0,0,-37.7694,145.0406,0,1
160,4618,1,5549.0,385000.0,3,260,736175,7.9,63,1.0,1.0,1.0,0.0,99.0,1970.0,0,-37.7638,145.0458,0,1
166,3550,3,5629.0,580000.0,1,204,736308,12.8,24,3.0,2.0,2.0,112.0,138.0,2013.0,21,-37.7434,144.881,6,1
166,3855,2,5629.0,470000.0,4,155,736189,12.8,24,2.0,1.0,1.0,218.0,88.0,1976.0,21,-37.7337,144.8617,6,1
166,4558,3,5629.0,470000.0,3,28,736098,12.8,24,3.0,1.0,1.0,254.0,95.0,1988.0,21,-37.74800000000001,144.863,6,1
166,4762,3,5629.0,560000.0,1,150,736098,12.8,24,3.0,1.0,2.0,352.0,102.0,2000.0,21,-37.7459,144.8673,6,1
166,837,2,5629.0,502000.0,1,155,736106,12.8,24,5.0,1.0,2.0,0.0,85.0,1990.0,21,-37.7346,144.8646,6,1
169,11258,2,5263.0,630000.0,1,155,736392,4.2,22,2.0,2.0,1.0,0.0,113.0,1942.6666666666667,18,-37.7886,144.9328,2,1
169,9071,2,5263.0,492500.0,1,173,736119,4.2,22,2.0,1.0,1.0,0.0,81.0,2008.0,18,-37.7974,144.9261,2,1
169,4865,2,5263.0,420000.0,4,4,736119,4.2,22,2.0,1.0,1.0,0.0,55.0,1970.0,18,-37.794000000000004,144.923,2,1
169,385,2,5263.0,420000.0,3,155,736182,4.2,22,2.0,1.0,1.0,0.0,80.0,2002.0,18,-37.7899,144.9231,2,1
169,1373,1,5263.0,360000.0,4,63,736308,4.2,22,1.0,1.0,1.0,4267.0,195.0,1895.0,18,-37.7966,144.9254,2,1
169,1760,1,5263.0,365000.0,4,68,736308,4.2,22,1.0,1.0,1.0,0.0,47.0,2012.0,18,-37.7961,144.9261,2,1
169,6447,3,5263.0,551000.0,1,255,736308,4.2,22,3.0,1.0,1.0,4440.0,59.0,2011.0,18,-37.7898,144.9233,2,1
169,1826,2,5263.0,442000.0,1,155,736308,4.2,22,2.0,2.0,1.0,3448.0,71.0,2010.0,18,-37.7976,144.9285,2,1
169,9086,2,5263.0,515000.0,3,173,736371,4.2,22,2.0,1.0,1.0,3957.0,81.0,2010.0,18,-37.7974,144.9261,2,1
169,3555,3,5263.0,570000.0,4,94,736399,4.2,22,3.0,1.0,2.0,0.0,65.5,1990.0,21,-37.7897,144.9239,2,1
169,1841,1,5263.0,370000.0,4,68,736127,4.2,22,1.0,1.0,1.0,0.0,50.0,2012.0,18,-37.7961,144.9261,2,1
