V1_0,V1_1,V1_2,V1_3,V2,V3_0,V3_1,V3_2,V3_3,V3_4,V4_0,V4_1,V4_2,V4_3,V4_4,V4_5,V4_6,V4_7,V4_8,V4_9,V5,V6_0,V6_1,V6_2,V6_3,V6_4,V7_0,V7_1,V7_2,V7_3,V7_4,V8,V9_0,V9_1,V9_2,V9_3,V10_0,V10_1,V10_2,V11,V12_0,V12_1,V12_2,V12_3,V13,V14_0,V14_1,V14_2,V15_0,V15_1,V15_2,V16,V17_0,V17_1,V17_2,V17_3,V18,V19,V20
0,0,0,1,36,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7855,0,0,1,0,0,1,0,0,0,0,4,1,0,0,0,0,0,1,2,0,0,1,0,25,0,0,1,0,1,0,2,0,0,0,1,1,1,1
0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1680,0,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,1,1,0,0,1,0,35,0,1,0,0,1,0,1,0,0,0,1,1,0,1
0,0,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3578,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,1,1,0,0,1,0,47,0,1,0,0,1,0,1,0,0,0,1,1,1,1
0,1,0,0,42,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7174,0,0,0,0,1,0,1,0,0,0,4,1,0,0,0,0,0,1,3,0,0,0,1,30,0,1,0,0,1,0,1,1,0,0,0,1,1,1
0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2132,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,1,0,0,3,0,0,1,0,27,0,1,0,0,0,1,2,0,0,0,1,1,0,0
0,1,0,0,33,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4281,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,1,23,0,1,0,0,1,0,2,0,0,0,1,1,0,1
1,0,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2366,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,3,0,0,0,1,36,0,1,0,0,1,0,1,1,0,0,0,1,1,1
0,1,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1835,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,2,0,0,1,0,25,0,1,0,0,1,0,2,0,0,0,1,1,1,1
0,0,0,1,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3868,0,0,1,0,0,0,0,0,1,0,4,1,0,0,0,0,0,1,2,0,0,0,1,41,0,1,0,0,0,1,2,1,0,0,0,1,1,1
0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1768,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,2,0,0,1,0,24,0,1,0,0,0,1,1,0,0,1,0,1,0,1
0,0,1,0,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,781,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,4,0,1,0,0,63,0,1,0,1,0,0,2,0,0,0,1,1,1,1
1,0,0,0,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1924,0,0,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,1,3,0,0,1,0,27,0,1,0,0,0,1,1,0,0,0,1,1,0,1
0,1,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2121,0,0,1,0,0,1,0,0,0,0,4,0,0,0,1,0,0,1,2,1,0,0,0,30,0,1,0,0,1,0,2,0,0,0,1,1,0,1
0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,701,0,0,1,0,0,1,0,0,0,0,4,0,0,1,0,0,0,1,2,0,0,1,0,40,0,1,0,0,1,0,1,0,0,1,0,1,0,1
1,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,639,0,0,1,0,0,1,0,0,0,0,4,0,0,0,1,0,0,1,2,0,0,0,1,30,0,1,0,0,1,0,1,0,0,0,1,1,0,1
1,0,0,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1860,0,0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,1,2,0,0,0,1,34,0,1,0,0,1,0,2,1,0,0,0,1,1,1
0,1,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3499,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,1,0,0,2,0,0,1,0,29,0,1,0,0,1,0,2,0,0,0,1,1,0,1
1,0,0,0,48,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8487,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,1,24,0,1,0,0,1,0,1,0,0,0,1,1,0,1
0,1,0,0,36,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6887,0,0,1,0,0,1,0,0,0,0,4,0,0,0,1,0,0,1,3,1,0,0,0,29,0,0,1,0,1,0,1,0,0,0,1,1,1,1
0,0,0,1,15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2708,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,3,1,0,0,0,27,1,0,0,0,1,0,2,0,0,1,0,1,0,1
0,0,0,1,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1984,0,0,1,0,0,1,0,0,0,0,4,0,0,0,1,0,0,1,4,0,1,0,0,47,1,0,0,1,0,0,2,0,0,0,1,1,0,1
0,0,0,1,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10144,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,4,0,0,1,0,21,0,1,0,0,1,0,1,0,0,0,1,1,1,1
0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1240,0,0,0,0,1,0,0,0,1,0,4,1,0,0,0,0,0,1,2,0,0,1,0,38,0,1,0,0,1,0,2,0,0,0,1,1,1,1
0,0,0,1,27,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8613,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,1,2,0,0,0,1,27,0,1,0,0,1,0,2,0,0,0,1,1,0,1
1,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,766,0,1,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,1,3,0,0,1,0,66,0,1,0,0,1,0,1,0,0,1,0,1,0,1
1,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2728,0,0,0,0,1,0,1,0,0,0,4,0,0,0,1,0,1,0,2,0,0,1,0,35,1,0,0,0,1,0,3,0,0,0,1,1,1,1
0,0,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1881,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,1,44,0,1,0,0,0,1,1,0,0,1,0,1,1,1
0,0,1,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,709,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,1,2,0,0,1,0,27,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1,0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4795,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,1,0,1,0,0,30,0,1,0,0,1,0,1,1,0,0,0,1,1,1
0,1,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3416,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,2,0,0,0,1,27,0,1,0,0,1,0,1,1,0,0,0,1,0,1
0,1,0,0,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2462,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,2,0,0,0,1,22,0,1,0,0,1,0,1,0,0,0,1,1,0,1
0,0,0,1,21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2288,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,4,1,0,0,0,23,0,1,0,0,1,0,1,0,0,0,1,1,1,1
1,0,0,0,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3566,1,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,2,0,0,0,1,30,0,1,0,0,1,0,1,0,0,0,1,1,0,1
0,1,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,860,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,4,0,1,0,0,39,0,1,0,0,1,0,2,0,0,0,1,1,1,1
0,0,0,1,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,682,1,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,1,3,0,0,0,1,51,0,1,0,0,1,0,2,0,0,0,1,1,1,1
0,1,0,0,36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5371,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,1,0,2,1,0,0,0,28,0,1,0,0,1,0,2,0,0,0,1,1,0,1
0,0,0,1,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1582,0,0,0,1,0,0,0,0,1,0,4,0,0,0,1,0,0,1,4,0,0,0,1,46,0,1,0,0,1,0,2,0,0,0,1,1,0,1
0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1346,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,4,0,1,0,0,42,1,0,0,1,0,0,1,0,0,0,1,2,1,1
0,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1924,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,4,1,0,0,0,38,0,1,0,0,1,0,1,0,0,0,1,1,1,0
0,0,1,0,36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5848,0,0,1,0,0,1,0,0,0,0,4,0,0,0,1,0,0,1,1,0,0,0,1,24,0,1,0,0,1,0,1,0,0,0,1,1,0,1
1,0,0,0,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7758,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,4,0,1,0,0,29,0,1,0,0,0,1,1,0,0,0,1,1,0,1
1,0,0,0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6967,1,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,4,0,0,0,1,36,0,1,0,0,0,1,1,1,0,0,0,1,1,1
0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1282,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,4,0,0,0,1,20,0,1,0,0,0,1,1,0,0,0,1,1,0,1
0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1288,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,4,0,0,1,0,48,0,1,0,0,1,0,2,0,0,0,1,2,0,0
0,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,339,0,0,1,0,0,0,0,0,1,0,4,0,0,1,0,0,0,1,1,0,0,0,1,45,1,0,0,0,1,0,1,0,0,1,0,1,0,1
1,0,0,0,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3512,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,3,0,0,0,1,38,1,0,0,0,1,0,2,0,0,0,1,1,1,1
0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1898,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,1,0,34,0,1,0,0,1,0,2,0,0,1,0,2,0,1
0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2872,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,1,4,0,0,1,0,36,0,1,0,0,1,0,1,0,0,0,1,2,1,1
0,0,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1055,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,1,1,0,0,0,30,0,1,0,0,1,0,2,0,0,0,1,1,0,1
0,0,0,1,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1262,0,1,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,3,1,0,0,0,36,0,1,0,0,1,0,2,0,0,0,1,1,1,1
1,0,0,0,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7308,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,4,0,1,0,0,70,1,0,0,1,0,0,1,1,0,0,0,1,1,1
0,0,0,1,36,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,909,0,1,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,4,1,0,0,0,36,0,1,0,0,1,0,1,0,0,0,1,1,0,1
0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2978,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,1,32,0,1,0,0,1,0,1,0,0,0,1,1,1,1
0,1,0,0,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1131,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,2,0,0,0,1,33,0,1,0,0,1,0,1,0,0,0,1,1,0,1
1,0,0,0,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1577,0,0,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,1,1,0,0,1,0,20,0,1,0,0,1,0,1,0,0,0,1,1,0,1
0,0,0,1,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3972,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,4,1,0,0,0,25,0,1,0,0,0,1,1,0,0,0,1,1,1,1
1,0,0,0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1935,0,0,1,0,0,0,0,0,1,0,4,0,1,0,0,0,0,1,4,0,0,1,0,31,0,1,0,0,1,0,2,0,0,0,1,1,1,1
0,1,0,0,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,950,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,3,0,0,0,1,33,0,1,0,0,0,1,2,0,0,0,1,2,0,1
0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,763,0,0,1,0,0,1,0,0,0,0,4,1,0,0,0,0,0,1,1,0,0,1,0,26,0,1,0,0,1,0,1,0,0,0,1,1,1,1
1,0,0,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2064,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,2,1,0,0,0,34,0,1,0,0,1,0,1,1,0,0,0,1,1,1
1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1414,0,0,1,0,0,1,0,0,0,0,4,0,0,0,1,0,1,0,2,0,0,1,0,33,0,1,0,0,1,0,1,0,0,0,1,1,0,0
0,1,0,0,21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3414,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,26,0,1,0,0,1,0,2,0,0,0,1,1,0,1
0,0,0,1,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7485,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,1,1,0,0,1,0,53,1,0,0,0,1,0,1,1,0,0,0,1,1,1
0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2577,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1,42,0,1,0,0,1,0,1,0,0,0,1,1,0,1
0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,338,0,1,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,4,0,0,0,1,52,0,1,0,0,1,0,2,0,0,0,1,1,0,1
0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1963,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,2,0,0,0,1,31,0,1,0,0,0,1,2,1,0,0,0,2,1,1
0,1,0,0,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,571,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,4,0,0,1,0,65,0,1,0,0,1,0,2,0,0,0,1,1,0,1
0,0,0,1,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9572,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,28,0,1,0,0,1,0,2,0,0,0,1,1,0,1
1,0,0,0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4455,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,2,0,0,1,0,30,0,0,1,0,1,0,2,1,0,0,0,1,1,1
0,1,0,0,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1647,0,0,0,0,1,1,0,0,0,0,4,0,0,0,1,0,0,1,2,1,0,0,0,40,0,1,0,0,1,0,2,0,0,1,0,2,0,1
0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3777,0,0,0,1,0,1,0,0,0,0,4,0,0,0,1,0,0,1,4,0,0,1,0,50,0,1,0,0,1,0,1,0,0,0,1,1,1,1
1,0,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,884,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,4,0,0,0,1,36,1,0,0,0,1,0,1,0,0,0,1,2,1,1
0,0,0,1,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1360,0,0,1,0,0,1,0,0,0,0,4,0,0,0,1,0,0,1,2,1,0,0,0,31,0,1,0,0,1,0,2,0,0,0,1,1,0,1
1,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5129,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,4,0,1,0,0,74,1,0,0,1,0,0,1,1,0,0,0,2,1,1
1,0,0,0,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1175,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,3,0,0,0,1,68,0,1,0,1,0,0,3,0,1,0,0,1,1,1
0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,674,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,1,1,1,0,0,0,20,0,1,0,0,1,0,1,0,0,0,1,1,0,1
1,0,0,0,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3244,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,1,33,1,0,0,0,1,0,2,0,0,0,1,1,1,1
0,0,0,1,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4591,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,1,3,1,0,0,0,54,0,1,0,0,1,0,3,1,0,0,0,1,1,1
1,0,0,0,48,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3844,1,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,4,0,1,0,0,34,0,1,0,1,0,0,1,0,0,1,0,2,0,1
1,0,0,0,27,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3915,0,0,1,0,0,1,0,0,0,0,4,0,0,0,1,0,0,1,2,0,0,0,1,36,0,1,0,0,1,0,1,0,0,0,1,2,1,1
0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2108,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,2,0,0,1,0,29,0,1,0,0,0,1,1,0,0,0,1,1,0,1
1,0,0,0,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3031,1,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,1,0,4,1,0,0,0,21,0,1,0,0,0,1,1,0,0,0,1,1,0,1
1,0,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1501,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,3,0,0,0,1,34,0,1,0,0,1,0,2,1,0,0,0,1,1,1
0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1382,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,28,0,1,0,0,1,0,2,0,0,0,1,1,1,1
1,0,0,0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,951,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,4,0,0,0,1,27,1,0,0,0,0,1,4,0,0,0,1,1,0,1
1,0,0,0,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2760,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,1,4,0,1,0,0,36,1,0,0,1,0,0,1,0,0,0,1,1,1,1
1,0,0,0,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4297,0,0,1,0,0,0,0,0,1,0,4,0,1,0,0,0,0,1,3,0,1,0,0,40,0,1,0,0,1,0,1,1,0,0,0,1,1,1
0,0,0,1,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,936,0,1,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,2,0,0,0,1,52,0,1,0,0,1,0,2,0,0,0,1,1,1,1
0,1,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1168,0,0,1,0,0,1,0,0,0,0,4,0,0,1,0,0,0,1,3,0,0,1,0,27,0,1,0,0,1,0,1,0,0,1,0,1,0,1
0,0,0,1,27,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5117,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,4,0,0,0,1,26,0,1,0,0,1,0,2,0,0,0,1,1,0,1
0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,902,0,0,1,0,0,0,1,0,0,0,4,0,0,1,0,0,0,1,4,1,0,0,0,21,0,1,0,0,0,1,1,0,0,0,1,1,0,1
0,0,0,1,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1495,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,1,0,0,1,0,38,0,1,0,0,1,0,2,0,0,1,0,2,0,1
0,1,0,0,30,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10623,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,1,4,0,1,0,0,38,0,1,0,1,0,0,3,1,0,0,0,2,1,1
0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1935,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,4,0,0,1,0,43,0,1,0,0,1,0,3,0,0,0,1,1,1,1
1,0,0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1424,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,3,1,0,0,0,26,0,1,0,0,1,0,1,0,0,0,1,1,0,1
0,1,0,0,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6568,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,1,21,0,0,1,0,1,0,1,0,0,1,0,1,0,1
0,0,0,1,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1413,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,0,1,2,1,0,0,0,55,0,1,0,0,1,0,1,0,0,0,1,1,0,0
0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3074,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,1,0,33,0,1,0,0,1,0,2,0,0,0,1,2,0,1
0,0,0,1,36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3835,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,1,4,0,0,1,0,45,0,1,0,0,1,0,1,0,0,1,0,1,1,1
0,1,0,0,27,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5293,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,4,1,0,0,0,50,0,0,1,0,1,0,2,0,0,0,1,1,1,1
0,0,1,0,30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1908,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,4,0,0,1,0,66,0,1,0,0,1,0,1,1,0,0,0,1,1,1
0,0,0,1,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3342,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,1,2,0,0,0,1,51,0,1,0,0,1,0,1,0,0,0,1,1,1,1
1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,932,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,3,1,0,0,0,39,0,1,0,0,1,0,2,0,0,1,0,1,0,1
0,1,0,0,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3104,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,1,1,0,0,0,31,1,0,0,0,1,0,1,0,0,0,1,1,1,1
0,0,1,0,36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3913,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,2,0,0,1,0,23,0,1,0,0,1,0,1,0,0,0,1,1,1,1
0,1,0,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3021,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,2,0,0,1,0,24,0,1,0,0,0,1,1,0,0,1,0,1,0,1
0,0,0,1,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1364,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,4,0,0,0,1,64,0,1,0,0,1,0,1,0,0,0,1,1,1,1
1,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,625,0,0,1,0,0,0,0,1,0,0,4,0,0,1,0,0,1,0,1,0,0,1,0,26,1,0,0,0,1,0,1,0,0,1,0,1,0,1
0,1,0,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1200,0,0,0,0,1,1,0,0,0,0,4,1,0,0,0,0,0,1,4,1,0,0,0,23,1,0,0,0,0,1,1,0,0,0,1,1,1,1
0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,707,0,0,1,0,0,1,0,0,0,0,4,0,0,0,1,0,0,1,2,0,0,1,0,30,1,0,0,0,1,0,2,0,0,0,1,1,0,1
0,0,0,1,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2978,0,0,0,0,1,1,0,0,0,0,4,0,0,0,1,0,0,1,4,0,0,1,0,32,0,1,0,0,1,0,2,0,0,0,1,2,1,1
0,0,0,1,15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4657,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,2,0,0,0,1,30,0,1,0,0,1,0,1,0,0,0,1,1,1,1
0,0,0,1,36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2613,0,0,1,0,0,1,0,0,0,0,4,0,0,0,1,0,0,1,2,0,0,0,1,27,0,1,0,0,1,0,2,0,0,0,1,1,0,1
1,0,0,0,48,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10961,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,0,1,0,0,27,1,0,0,0,1,0,2,0,0,0,1,1,1,1
0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7865,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,4,0,1,0,0,53,0,1,0,1,0,0,1,1,0,0,0,1,1,1
