age,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,default,balance,housing,loan,contact_cellular,contact_telephone,contact_unknown,day,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,duration,campaign,pdays,previous,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown,y
46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1069,1,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,45,2,-1,0,0,0,0,1,0
41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,231,0,0,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,76,2,-1,0,0,0,0,1,0
31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,144,2,-1,0,0,0,0,1,0
32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,266,1,0,1,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,168,2,-1,0,0,0,0,1,0
38,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-70,1,0,1,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,140,1,2,3,0,1,0,0,0
49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25824,0,0,0,0,1,17,0,0,0,0,0,0,1,0,0,0,0,0,94,1,-1,0,0,0,0,1,0
46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,538,0,0,0,0,1,17,0,0,0,0,0,0,1,0,0,0,0,0,118,3,-1,0,0,0,0,1,0
29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,534,1,0,1,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,382,1,-1,0,0,0,0,1,0
36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2323,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,111,1,-1,0,0,0,0,1,0
38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1852,1,0,1,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,298,2,-1,0,0,0,0,1,0
53,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2647,1,0,0,0,1,30,0,0,0,0,0,0,0,0,1,0,0,0,121,1,-1,0,0,0,0,1,0
43,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2767,1,0,0,0,1,15,0,0,0,0,0,0,0,0,1,0,0,0,317,7,-1,0,0,0,0,1,0
41,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,176,1,1,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,42,1,-1,0,0,0,0,1,0
42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9720,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,81,2,-1,0,0,0,0,1,0
55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1613,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,296,1,270,3,1,0,0,0,1
39,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2903,1,1,0,1,0,25,0,0,0,0,0,1,0,0,0,0,0,0,259,2,-1,0,0,0,0,1,0
30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,81,1,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,121,6,112,3,0,1,0,0,0
41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,780,1,0,1,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,432,3,-1,0,0,0,0,1,0
44,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,178,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,126,2,-1,0,0,0,0,1,0
58,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,299,0,0,1,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,120,4,-1,0,0,0,0,1,0
35,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,285,1,0,1,0,0,29,0,0,0,0,1,0,0,0,0,0,0,0,136,1,-1,0,0,0,0,1,0
27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,872,1,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,1130,3,-1,0,0,0,0,1,0
34,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1337,0,0,1,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,330,2,127,3,0,0,1,0,1
25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,72,1,0,1,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,305,2,-1,0,0,0,0,1,0
36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,1,0,0,0,0,0,332,3,-1,0,0,0,0,1,0
38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-388,1,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,412,1,-1,0,0,0,0,1,0
30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,1,0,1,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,157,1,-1,0,0,0,0,1,0
47,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-535,1,0,1,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,71,2,-1,0,0,0,0,1,0
41,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,787,1,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,297,2,-1,0,0,0,0,1,0
36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3343,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,307,1,-1,0,0,0,0,1,0
63,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3904,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,250,2,187,2,0,0,1,0,1
23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,736,1,0,1,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,119,1,-1,0,0,0,0,1,0
32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1390,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,116,2,-1,0,0,0,0,1,0
57,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,808,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,274,1,-1,0,0,0,0,1,0
48,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1147,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,389,1,64,2,0,0,1,0,1
49,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1122,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,143,1,-1,0,0,0,0,1,0
50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-568,1,1,0,0,1,28,0,0,0,0,0,0,0,0,1,0,0,0,860,2,-1,0,0,0,0,1,0
33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1165,1,0,0,0,1,21,0,0,0,0,0,0,0,0,1,0,0,0,420,2,-1,0,0,0,0,1,0
53,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,-905,1,0,0,0,1,28,0,0,0,0,0,0,0,0,1,0,0,0,213,1,-1,0,0,0,0,1,0
30,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,756,1,-1,0,0,0,0,1,0
38,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,740,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,259,3,-1,0,0,0,0,1,0
44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8262,1,0,1,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,201,16,-1,0,0,0,0,1,0
39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,1,1,0,0,1,13,0,0,0,0,0,0,0,0,1,0,0,0,19,9,-1,0,0,0,0,1,0
45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7108,1,1,1,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,53,1,172,3,1,0,0,0,0
36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1049,1,0,1,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,224,4,-1,0,0,0,0,1,1
38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,57,5,349,1,0,1,0,0,0
36,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,419,1,0,0,0,1,30,0,0,0,0,0,0,0,0,1,0,0,0,251,1,-1,0,0,0,0,1,0
30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,726,1,0,1,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,39,1,342,3,1,0,0,0,0
28,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,594,1,1,0,0,1,18,0,0,0,0,0,0,1,0,0,0,0,0,54,3,-1,0,0,0,0,1,0
26,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,454,1,1,0,0,1,23,0,0,0,0,0,0,0,0,1,0,0,0,28,18,-1,0,0,0,0,1,0
54,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2206,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,104,1,99,2,0,1,0,0,1
38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1988,0,0,1,0,0,27,0,0,0,0,0,0,0,1,0,0,0,0,164,2,130,2,1,0,0,0,1
32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,268,2,-1,0,0,0,0,1,0
50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,202,0,1,1,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,148,1,-1,0,0,0,0,1,0
43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,667,1,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,228,3,-1,0,0,0,0,1,0
48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,112,0,0,1,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,139,5,-1,0,0,0,0,1,0
57,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,50,0,0,1,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,89,3,-1,0,0,0,0,1,0
64,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,768,0,0,1,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,250,2,182,1,0,0,1,0,0
26,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,74,1,0,0,0,1,23,0,0,0,0,0,0,0,0,1,0,0,0,106,6,-1,0,0,0,0,1,0
33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,661,1,0,1,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,968,1,-1,0,0,0,0,1,1
50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3025,0,1,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,168,3,-1,0,0,0,0,1,0
47,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,751,0,0,1,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,408,14,-1,0,0,0,0,1,0
39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,416,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,56,4,-1,0,0,0,0,1,0
52,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,14,0,1,1,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,55,5,-1,0,0,0,0,1,0
31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-502,1,0,0,0,1,29,0,0,0,0,0,0,0,0,1,0,0,0,76,4,-1,0,0,0,0,1,0
50,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,72,5,-1,0,0,0,0,1,0
47,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,599,1,0,1,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,99,3,-1,0,0,0,0,1,0
30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-218,1,0,1,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,13,15,-1,0,0,0,0,1,0
32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1012,0,0,1,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,178,1,-1,0,0,0,0,1,0
36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,300,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,287,1,-1,0,0,0,0,1,0
46,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,217,1,0,1,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,141,1,346,2,0,1,0,0,0
45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2096,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,127,1,100,2,1,0,0,0,0
37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,69,2,-1,0,0,0,0,1,0
58,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5278,1,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,763,4,-1,0,0,0,0,1,0
59,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1831,0,0,1,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,122,1,92,1,1,0,0,0,0
28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1480,1,0,1,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,143,1,-1,0,0,0,0,1,0
48,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7289,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,316,3,-1,0,0,0,0,1,0
55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1665,0,0,0,1,0,30,0,0,0,0,0,1,0,0,0,0,0,0,89,2,-1,0,0,0,0,1,0
37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,851,1,0,1,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,151,1,352,1,1,0,0,0,0
41,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2885,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,40,1,-1,0,0,0,0,1,0
35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,137,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,5,1,808,12,1,0,0,0,0
34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1239,1,0,1,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,90,1,-1,0,0,0,0,1,0
43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,146,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,50,1,113,5,0,1,0,0,0
59,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,159,2,378,3,1,0,0,0,1
50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-10,0,1,1,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,369,6,-1,0,0,0,0,1,0
37,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,480,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,344,2,182,8,0,1,0,0,1
35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2789,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,256,2,94,1,1,0,0,0,0
50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3897,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,1,0,298,1,-1,0,0,0,0,1,0
36,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,487,0,1,1,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,268,3,-1,0,0,0,0,1,0
41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5110,1,0,1,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,231,1,-1,0,0,0,0,1,0
28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,318,1,0,0,0,1,27,0,0,0,0,0,0,0,0,1,0,0,0,4,4,-1,0,0,0,0,1,0
42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-411,1,0,1,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,78,5,292,3,1,0,0,0,0
60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4820,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,419,1,-1,0,0,0,0,1,0
28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4937,1,0,0,1,0,13,0,0,0,0,0,0,0,0,1,0,0,0,421,3,-1,0,0,0,0,1,0
48,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,725,0,1,1,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,105,1,-1,0,0,0,0,1,0
51,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5403,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,42,1,-1,0,0,0,0,1,0
32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4089,0,0,1,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,114,7,287,3,1,0,0,0,0
35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,188,0,0,1,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,286,2,-1,0,0,0,0,1,0
37,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,189,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,238,1,107,2,0,0,1,0,1
38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2998,1,0,0,0,1,11,0,0,0,0,0,0,1,0,0,0,0,0,91,1,-1,0,0,0,0,1,0
77,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,610,0,0,1,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,766,3,-1,0,0,0,0,1,0
32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,787,0,0,1,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,92,1,-1,0,0,0,0,1,0
43,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,167,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,211,3,-1,0,0,0,0,1,0
36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,243,1,0,1,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,160,2,360,3,1,0,0,0,0
29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,877,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,166,3,-1,0,0,0,0,1,0
32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2817,1,0,1,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,195,1,-1,0,0,0,0,1,0
41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4567,1,1,1,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,106,1,-1,0,0,0,0,1,0
26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,127,1,1,1,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,85,3,-1,0,0,0,0,1,0
34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,176,0,0,1,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,78,1,-1,0,0,0,0,1,0
57,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,28,0,0,0,0,0,0,0,0,1,0,0,0,648,1,-1,0,0,0,0,1,1
36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1482,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,177,2,174,1,0,1,0,0,0
42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3052,1,0,0,0,1,27,0,0,0,0,0,0,0,0,1,0,0,0,32,1,-1,0,0,0,0,1,0
35,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,56,0,0,1,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,24,12,-1,0,0,0,0,1,0
52,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,278,1,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,688,2,-1,0,0,0,0,1,0
36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3875,1,0,0,0,1,27,0,0,0,0,0,0,0,0,1,0,0,0,21,5,-1,0,0,0,0,1,0
46,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-337,1,0,0,0,1,27,0,0,0,0,0,0,0,0,1,0,0,0,112,1,-1,0,0,0,0,1,0
60,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,366,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,593,1,-1,0,0,0,0,1,1
57,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,501,1,1,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,59,2,-1,0,0,0,0,1,0
48,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,998,1,0,1,0,0,29,0,0,0,0,1,0,0,0,0,0,0,0,121,3,-1,0,0,0,0,1,0
59,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,28,0,0,0,0,0,1,0,0,0,0,0,0,97,2,-1,0,0,0,0,1,0
39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,246,0,0,1,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,86,2,-1,0,0,0,0,1,0
44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-182,1,1,1,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,10,10,-1,0,0,0,0,1,0
27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,446,0,0,1,0,0,23,0,0,0,0,0,0,1,0,0,0,0,0,205,3,-1,0,0,0,0,1,0
59,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1173,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,77,2,-1,0,0,0,0,1,0
36,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,5957,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,138,2,-1,0,0,0,0,1,0
44,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,205,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,289,1,-1,0,0,0,0,1,1
50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,86,4,-1,0,0,0,0,1,0
41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,369,1,0,0,1,0,22,0,1,0,0,0,0,0,0,0,0,0,0,9,3,-1,0,0,0,0,1,0
47,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1934,0,1,1,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,225,1,364,1,1,0,0,0,0
32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,259,0,0,1,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,407,4,-1,0,0,0,0,1,0
38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,284,1,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1030,6,-1,0,0,0,0,1,0
55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,23,0,0,1,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,123,2,-1,0,0,0,0,1,0
38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1373,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,119,4,-1,0,0,0,0,1,0
31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,62,1,0,1,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,175,1,293,5,1,0,0,0,0
38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,157,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,299,5,-1,0,0,0,0,1,0
29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,991,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,563,1,-1,0,0,0,0,1,0
55,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,186,1,1,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,241,1,-1,0,0,0,0,1,0
35,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,977,1,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,52,4,91,1,0,1,0,0,0
